,name_used,summary
Costus root,Costus root,"It is widespread through tropical and subtropical regions of Asia, Africa, and the Americas.Costus is often characterized and distinguished from relatives such as Zingiber (true ginger) by its spiraling stems.
The genus as a whole is thus often called spiral gingers, but this can also refer to C.
Costus spectabilis is the floral emblem of Nigeria; its flowers are represented (erroneously in red instead of yellow color) on its coat of arms.
Some species are of importance to herbivores, such as caterpillars of the restricted demon (Notocrypta curvifascia) which feed on Costus speciosus (crêpe ginger).
In Trinidad and Tobago, a mix of Costus scaber juice and crushed Renealmia alpinia berries is used to treat dogs bitten by snakes.Formerly placed hereNumerous other species have been called Costus over the years, but are now regarded as members of other genera.
Such genera include Alpinia, Amomum, Caulokaempferia, Cheilocostus, Chamaecostus, Dimerocostus, Hellenia, Paracostus, Renealmia, Tapeinochilos, etc."
Croton fruit,Croton fruit,"A well-known member of this genus is Croton tiglium, a shrub native to Southeast Asia.
It is one of the largest and most complex genera of angiosperms in Madagascar, where up to 150 Croton species are endemic.Croton tiglium oil has been used in traditional Chinese medicine to treat severe constipation, heal lesions, and is used as a purgative.
In the Amazon the red latex from the species Croton lechleri, known as sangre de drago (dragon's blood), is used as a ""liquid bandage"", as well as for other medicinal purposes, by native peoples.It has recently been shown in Kenya that Croton nuts, such as those from C.
In Kenya, Jatropha requires as much as 20,000 litres of water to make a litre of biofuel, while Croton trees grow wild and yield about .35 litres of oil per kilo of nuts.
Croton trees are planted as a windbreak in Kenya and its use as a source of biofuel may benefit rural economies there."
Crow-dipper rhizome,Crow-dipper rhizome,"Pinellia ternata (Chinese: 半夏, Japanese: カラスビシャク), crow-dipper, is a plant native to China, Japan, and Korea, but also grows as an invasive weed in parts of Europe (Austria, Germany) and North America (California, Ontario, northeastern United States). The leaves are trifoliate, while the flowers are of the spathe and spadix form typical of plants in Araceae.This plant is toxic in raw form and must be processed.  Pinellia ternata is known as the herb effective in removing dampness-phlegm, one of the causes of obesity in traditional Chinese medicine.  One study found that high doses of Pinellia extract effects thermogenesis and fatty acid oxidation in Zucker rats.The plant spreads by rhizomes, and there are also small bulblets (also known as bulbils) at the base of each leaf. Flowers are borne in spring."
Cuscuta seed,Cuscuta seed,"Cuscuta ( ) (dodder) is a genus of about 100–170 species of yellow, orange, or red (rarely green) parasitic plants.
The genus is found throughout the temperate and tropical regions of the world, with the greatest species diversity in subtropical and tropical regions; the genus becomes rare in cool temperate climates, with only four species native to northern Europe.Folk names include: strangle tare, scaldweed, beggarweed, lady's laces, fireweed, wizard's net, devil's guts, devil's hair, devil's ringlet, goldthread, hailweed, hairweed, hellbine, love vine, pull-down, strangleweed, angel hair, and witch's hair.A report published in Science in 2006 demonstrated that dodder use airborne volatile organic compound cues to locate their host plants.
E. Cuscuta and Grammica species – Dodder: A Plant Parasite.
Recommendations include planting a non-host crop for several years after the infestation, pulling up host crops immediately, particularly before the dodder produces seed, and use of preemergent herbicides such as Dacthal in the spring."
Dandelion,Dandelion,"Taraxacum () is a large genus of flowering plants in the family Asteraceae, which consists of species commonly known as dandelions.
'Vert de Montmagny' is a large-leaved, vigorous grower, which matures early.Dandelion has been used in traditional medicine in Europe, North America, and China.Media related to Taraxacum at Wikimedia CommonsThe entire plant, including the leaves, stems, flowers, and roots, is edible and nutritious.
The flowers of dandelions are typically eaten before they start to become seed heads, as although the fluffy ""parachutes"" are edible they are tasteless and their texture is considered unpleasant.The yellow flowers can be dried and ground into a yellow-pigmented powder which is used as a dye.The species of Taraxacum are tap-rooted, perennial, herbaceous plants, native to temperate areas of the Northern Hemisphere."
Dendrobium,Dendrobium,"It is a very large genus, containing more than 1,800 species that are found in diverse habitats throughout much of south, east and southeast Asia, including China, Japan, India, the Philippines, Indonesia, Australia, New Guinea, Vietnam and many of the islands of the Pacific.
The 1889 book 'The Useful Native Plants of Australia records that Dendrobium canaliculatum was called ""yamberin"" by the Indigenous People of Queensland, Australia and that ""The bulbous stems, after being deprived of the old leaves are edible (Thozet).""Many species and cultivars of this genus are well-known floral emblems and have been figured in artwork.
Dendrobium utile (locally known as anggrek serat) – emblem of the Indonesian province of South East SulawesiThe Cooktown orchid was figured on Australian stamps in 1968 and 1998, and flowers of several Dendrobium greges are depicted on the obverse side of the Singapore Orchid Series currency notes issued between 1967 and 1976:"
Dittany root bark,Hecate,"It has been suggested that the use of dogs for digging up mandrake is further corroboration of the association of this plant with Hecate; indeed, since at least as early as the 1st century CE, there are a number of attestations to the apparently widespread practice of using dogs to dig up plants associated with magic.Hecate's most important sanctuary was Lagina, a theocratic city-state in which the goddess was served by eunuchs.The temple is mentioned by Strabo:
Watchdogs were used extensively by Greeks and Romans.Cult images and altars of Hecate in her triplicate or trimorphic form were placed at three-way crossroads (though they also appeared before private homes and in front of city gates)."
Dong quai,Dong quai,"Angelica sinensis, commonly known as dong quai（ Chinese :当归 ） or ""female ginseng"" is a herb from the family Apiaceae, indigenous to China.
sinensis is commonly known as Chinese angelica (Chinese: 當歸; pinyin: dāngguī; Pe̍h-ōe-jī: tong-kui)  and is widely used in Chinese traditional medicine in the belief it benefits women's health, cardiovascular conditions, osteoarthrosis, inflammation, headache, infections, mild anemia, fatigue and high blood pressure.
Overall, the U.S. National Library of Medicine states that more evidence is needed to rate the effectiveness of dong quai for most uses.Angelica
- Considers anti-inflammatory properties of dried roots from the species Angelica sinensis (Dong Quai), Acanthopanax senticosus (now known as Eleutherococcus senticosus, or Siberian Ginseng), and Scutellaria baicalensis (Baikal Skullcap).A. sinensis may increase the anticoagulant effects of the drug warfarin (as it contains coumarins) and consequently increase the risk of bleeding.Due to the antiplatelet and anticoagulant effects of A."
Dried ginger,Dried ginger,"The distantly related dicots in the genus Asarum are commonly called wild ginger because of their similar taste.The characteristic fragrance and flavor of ginger result from volatile oils that compose 1-3% of the weight of fresh ginger, primarily consisting of zingerone, shogaols, and gingerols with [6]-gingerol (1-[4'-hydroxy-3'-methoxyphenyl]-5-hydroxy-3-decanone) as the major pungent compound.
Shagoals are more pungent and have higher antioxidant activity but not found in raw ginger, but is formed from gingerols during heating, storage or via acidity.Fresh ginger also contains an enzyme zingibain which is a cysteine protease and has similar properties to rennet.Domesticated plants and animals of AustronesiaIn 2016, global production of ginger was 3.3 million tonnes, led by India with 34% of the world total.
The juice from ginger roots is often used as a seasoning in Indian recipes and is a common ingredient of Chinese, Korean, Japanese, Vietnamese, and many South Asian cuisines for flavoring dishes such as seafood, meat, and vegetarian dishes.
Indonesians also use ground ginger root, called jahe, as a common ingredient in local recipes."
Dwarf lilyturf root,Dwarf lilyturf root,"It is a perennial with grass-like evergreen foliage and lilac-purple flowers which produce single-seeded berries on a spike in the fall.Landscape uses include borders (along sidewalks, trails, driveways, shrubbery, and trees) and mass plantings as groundcover.
Lilyturf is reported to have little wildlife value.The plant is difficult to reproduce from seed due to several factors.
Stratified seeds can be started indoors or in a heated greenhouse during the dormant season or they may be sown outdoors after the threat of frost has passed.Lilyturf is easily reproduced by dividing the root mass.
Plants produced by division are identical to the mother plant; thus cultivar traits will be retained.The roots, which often have fleshy tubers near their tip, are used in traditional Chinese medicine.It is an understory plant in China, Japan, and Korea occurring in shady forests at elevations of 330–4,600 ft (101–1,402 m).It is a tufted, grass-like perennial which typically grows 30–45 cm (12–18 in) tall and features clumps of strap-like, arching, glossy, dark green leaves to ½ inch wide (1.3 cm)."
Emblic,Emilio Navaira,"Along with Selena, Emilio was one of the most prominent artists that helped popularize Tejano music.Emilio was found dead by his wife in his New Braunfels home on May 16, 2016 at 53  Emilio performed his last known concert in Monterrey, Nuevo León, Mexico, on May 11, 2016, as part of a concert celebrating Mother's Day in that city.
Emilio's agent, Joe Casias, stated that Emilio and his wife were headed home from a rehabilitation therapy appointment stemming from the March tour bus accident.In 1983 at age 21, Emilio began his performing career by singing lead vocals for David Lee Garza y Los Musicales.
Emilio had also gained a sponsorship with Miller Lite beer, who had persuaded him to use their slogan at the time, ""Life is good,"" as the title of his first country album.Emilio signed with Capitol Records and released his first country music single called ""It's Not the End of the World"" which reached the Top 30 on the country charts in 1995."
Ephedra,Ephedra,"In response to accumulating evidence of adverse effects and deaths related to ephedra, the U.S. Food and Drug Administration (FDA) banned the sale of supplements containing ephedrine alkaloids in 2004.
NFL punter Todd Sauerbrun of the Denver Broncos was suspended for the first month of the 2006 season after testing positive for ephedrine.Nutraceutical Corporation, a supplement manufacturer based in Park City, Utah, challenged the legality of the FDA's ban of ephedra alkaloids as exceeding the authority given the agency by the Dietary Health Supplements and Education Act. Nutraceutical Corporation stated that while they did not intend to restart marketing ephedra, they were concerned about the scope of the FDA's regulatory action.
Sales of products containing ephedra extract not containing ephedrine remain legal.In 1997, in response to mounting concern over serious side effects of ephedra, the FDA proposed a ban on products containing 8 mg or more of ephedrine alkaloids and stricter labeling of low-dose ephedra supplements."
Ephedra root,Ephedra root,"Ephedra nevadensis (Nevada ephedra) is a species of Ephedra native to dry areas of western North America.
It is found in rocky and sandy soils, generally in areas without trees.More than other North American Ephedra species, it is a significant forage plant.
It is grazed upon by mule deer (Odocoileus hemionus), pronghorn (Antilocapra americana), and desert bighorn sheep (Ovis canadensis) as well as domestic sheep.Nevada ephedra was used for food and medicine by indigenous people and for tea by Mormons.
Among the Zuni people an infusion of the whole plant, except for the root, taken for syphilis.
They also use it to make a tea-like beverage.Jepson Manual Treatment: Ephedra nevadensis
Ephedra nevadensis — U.C. Photo galleryNevada ephedra is wind-pollinated, with male plants growing in dryer areas and female plants growing in wetter ones, an arrangement which is believed to increase the production of seed."
Eupatorium herb,Eupatorium herb,"Eupatorium is a genus of flowering plants in the aster family, Asteraceae, containing from 36 to 60 species depending on the classification system.
Condylidium, Conoclinium, Critonia, Cronquistianthus, Eutrochium, Fleischmannia, Flyriella, Hebeclinium, Koanophyllon, Mikania, and Tamaulipa.The classification of the tribe Eupatorieae, including species placed in Eupatorium in the present or past, is an area of ongoing research, so further changes are likely.
What seems fairly certain by now is that there is a monophyletic group containing Eupatorium (about 42 species of white flowered plants in North America, Europe and Asia, but not South America) and the Joe-pye weeds (Eutrochium), and possibly others.Eupatorium album L.– white thoroughwort
Eupatorium lancifolium (Torrey & A.Gray) Small – lance-leaved thoroughwort
Eupatorium mohrii Greene – Mohr's thoroughwort
A number of popular ornamental plants formerly included in Eupatorium have been moved to other genera, such as Bartlettina and Conoclinium.
Eupatorium pacificum (moved to Ageratina)
Eupatorium purpureum (moved to Eutrochium purpureum)
Eupatorium rugosum (moved to Ageratina altissima)"
Fameflower root,Fameflower root,"Talinum paniculatum is a succulent subshrub in the Talinaceae family that is native to much of North and South America, and the Caribbean countries.
It is commonly known as fameflower, Jewels-of-Opar (a name borrowed from the title of the novel Tarzan and the Jewels of Opar by Edgar Rice Burroughs), or pink baby's-breath.Talinum paniculatum is often grown as an ornamental plant.
The plant as a whole can reach almost 2 meters high measured from the soil surface, where after maturity, its brown seeds (in abundance), spread easily through the surrounding area.Media related to Talinum paniculatum at Wikimedia Commons
Data related to Talinum paniculatum at Wikispecies
Flora of North America, Talinum paniculatum (Jacquin) Gaertner, 1791.
photo of herbarium specimen at Missouri Botanical Garden, collected in Peru in 2012Talinum paniculatum is native to the southern United States, much of Latin America (such as Paraguay and Uruguay) and the Caribbean."
Fennel seed,Fennel seed,"Dried fennel fruit is an aromatic, anise-flavored spice, brown or green in color when fresh, slowly turning a dull grey as the fruit ages.
Emperor Charlemagne required the cultivation of fennel on all imperial farms.Many species in the family Apiaceae or Umbelliferae are superficially similar to fennel, and some, such as poison hemlock, are toxic, so it is unwise, and potentially extremely dangerous, to use any part of any of these plants as a herb or vegetable unless it can be positively identified as being edible.
Lomatium species tend to prefer dry rocky soils devoid of organic material.Fennel is widely cultivated, both in its native range and elsewhere, for its edible, strongly flavored leaves and fruits.
Its aniseed flavor comes from anethole, an aromatic compound also found in anise and star anise, and its taste and aroma are similar to theirs, though usually not as strong.Florence fennel (Foeniculum vulgare Azoricum Group; syn."
Fenugreek seed,Fenugreek seed,"Regular consumption of fenugreek increases the risk for serious medical side effects.Fresh fenugreek leaves are an ingredient in some curries, such as with potatoes in cuisines of the Indian subcontinent to make ""aloo methi"" (""potato fenugreek"") curry.
When harvested as greens, fenugreek is known as samudra methi in Maharashtra, especially in and around Mumbai, where it is often grown in sandy tracts near the sea, hence the name samudra, ""ocean"" in Sanskrit.
Sotolon is the chemical responsible for the distinctive maple syrup smell of fenugreek.Cuboid-shaped, yellow- to amber-coloured fenugreek seeds are frequently encountered in the cuisines of the Indian subcontinent, used both whole and powdered in the preparation of pickles, vegetable dishes, dal, and spice mixes such as panch phoron and sambar powder.
They are often roasted to reduce bitterness and enhance flavour.Fenugreek seeds and leaves contain the molecule sotolone, which imparts the aroma of fenugreek and curry in high concentrations, and maple syrup or caramel in lower concentrations."
Fermented soybean,Fermented soybean,"For example, soybean products, such as textured vegetable protein (TVP), are ingredients in many meat and dairy substitutes.Soy beans contain significant amounts of phytic acid, dietary minerals and B vitamins.
Soybeans were probably first cultivated in Canada by 1855, and definitely in 1895 at Ontario Agricultural College.It was not until Lafayette Mendel and Thomas Burr Osborne showed that the nutritional value of soybean seeds could be increased by cooking, moisture or heat, that soy went from a farm animal feed to a human food.William Morse is considered the ""father"" of modern soybean agriculture in America.
The soy-based meat substitute textured vegetable protein has been used for more than 50 years as a way of inexpensively extending ground beef without reducing its nutritional value.Soybeans contain a high level of phytic acid, which has many effects including acting as an antioxidant and a chelating agent."
Field thistle,Field thistle,"Cirsium arvense is a perennial species of flowering plant in the family Asteraceae, native throughout Europe and northern Asia, and widely introduced elsewhere.
Species Profile- Canada Thistle (Cirsium arvense), National Invasive Species Information Center, United States National Agricultural Library.
The leaves are very spiny, lobed, and up to 15–20 cm long and 2–3 cm broad (smaller on the upper part of the flower stem).Like other Cirsium species, the roots are edible, though rarely used, not in the least because of their propensity to induce flatulence in some people.
Growing forages such as alfalfa can help control the species as a weed by frequently cutting the alfalfa to add nutrients to the soil, the weeds also get cut, and have a harder time re-establishing themselves, which reduces the shoot density.Orellia ruficauda feeds on Canada thistle and has been reported to be the most effective biological control agent for that plant."
Flax seed,Flax seed,"Solvent-processed flaxseed oil has been used for many centuries as a drying oil in painting and varnishing.Although brown flaxseed varieties may be consumed as readily as the yellow ones, and have been for thousands of years, its better-known uses are in paints, for fiber, and for cattle feed.In 2016, world production of flax (linseed) was 2.93 million tonnes, led by Russia with 23% of the global total..
Flax straw that is not of sufficient quality for fiber uses can be baled to build shelters for farm animals, or sold as biofuel, or removed from the field in the spring.Two ways are used to harvest flax fiber, one involving mechanized equipment (combines), and a second method, more manual and targeting maximum fiber length.In a 100-gram serving, flaxseed contains high levels (> 19% of the Daily Value, DV) of protein, dietary fiber, several B vitamins, and dietary minerals."
Fleeceflower root,Fleeceflower root,"Plants that are immature or affected by mowing or other restrictions have much thinner and shorter stems than mature stands, and are not hollow.Japanese knotweed is classed as an unwanted organism in New Zealand and is established in some parts of the country.The weed can be found in 39 of the 50 United States.Persicaria capitata for another plant species called Japanese knotweed.Japanese knotweed has a large underground network of roots (rhizomes).
However, these methods have not been proven to provide reliable long-term results in completely eliminating the treated population.Digging up the rhizomes is a common solution where the land is to be developed, as this is quicker than the use of herbicides, but safe disposal of the plant material without spreading it is difficult; knotweed is classed as controlled waste in the UK, and disposal is regulated by law."
Flowering quince,Flowering quince,"Chaenomeles is used as a food plant by the larvae of some Lepidoptera species including the brown-tail and the leaf-miner Bucculatrix pomifoliella.The species have become popular ornamental shrubs in parts of Europe and North America, grown in gardens both for their bright flowers and as a spiny barrier.
University of Arkansas Division of Agriculture: Flowering Quince, Japonica: Chaenomeles speciosaAlthough all quince species have flowers, gardeners in the West often refer to these species as ""flowering quince"", since Chaenomeles are grown ornamentally for their flowers, not for their fruits.
These plants have also been called ""Japanese quince"", and the name ""japonica"" (referring to C.
The names ""japonica"" or ""Japanese quince"" were (and still are) often loosely applied to Chaenomeles in general, regardless of their species.
The most commonly cultivated Chaenomeles referred to as ""japonica"" are actually the hybrid C.
japonica itself is not as commonly grown.Four named hybrids have been bred in gardens."
Forsythia fruit,Forsythia fruit,"However, the presence of lactose could not be confirmed.The genus is named after William Forsyth (1737–1804), a Scottish botanist who was royal head gardener and a founding member of the Royal Horticultural Society.The hybrids Forsythia × intermedia (F.
Many cultivars have been selected from this cross including dwarf and compact forms.Forsythias are popular early spring flowering shrubs in gardens and parks, especially during Eastertide; Forsythias are nicknamed the Easter Tree because its branches appear to be waving in praise of the resurrection of Jesus.
Forsythia × intermedia is the more commonly grown, is smaller, has an upright habit, and produces strongly coloured flowers.
The Scottish plant-hunter Robert Fortune ""discovered"" it—in a mandarin's garden of the coastal city of Chusan (Zhoushan)—before he ever saw it growing wild in the mountains in Chusan's province, Zhejiang.Forsythia × intermedia, as its name suggests, is a hybrid of F."
Foxnut seed,Euryale ferox,"Agricultural Research Service (ARS), United States Department of Agriculture (USDA).The seeds of foxnut are used in Ayurveda preparations and in traditional Chinese medicine.Makhana or Euryale is a perennial plant native to eastern Asia and southern Asia , and is found from India - Bihar in nine districts viz, Madhubani, Darbhanga,  Katihar, Sitamarhi, Purnea, Kishanganj, Araria, Saharsa and Supaul (local name Makhana) and Loktak Lake Manipur (local name Thangzing) - to Korea and Japan, as well as parts of eastern Russia.
Recently the Indian Council of Agricultural Research has developed a technique for the field cultivation of Euryale.The name Euryale comes from the mythical Greek Gorgon by the same name.The plant produces starchy white seeds that are edible.
The plant is cultivated for its seeds in lowland ponds in India, China, and Japan.
Seeds are collected in the late summer and early autumn, and may be eaten raw or cooked."
Frankincense,Frankincense,"Frankincense (also known as olibanum, Hebrew: לבונה‎ [levona], Arabic: اللبان‎ al-libān or Arabic: البخور‎ al-bakhūr) is an aromatic resin used in incense and perfumes, obtained from trees of the genus Boswellia in the family Burseraceae, particularly Boswellia sacra (syn.
The word is from Old French franc encens (""high-quality incense"").There are five main species of Boswellia that produce true frankincense.
1911.The essential oil of frankincense is produced by steam distillation of the tree resin.
The chemistry of the essential oil is mainly monoterpenes and sesquiterpenes, such as alpha-pinene, Limonene, alpha-Thujene, and beta-Pinene with small amounts of diterpenoid components being the upper limit in terms of molecular weight.Frankincense is tapped from the scraggly but hardy trees by striping (slashing the bark) and letting the exuded resin bleed out and harden.
Several species and varieties of frankincense trees each produce a slightly different type of resin."
Fresh ginger,Fresh ginger,"The distantly related dicots in the genus Asarum are commonly called wild ginger because of their similar taste.The characteristic fragrance and flavor of ginger result from volatile oils that compose 1-3% of the weight of fresh ginger, primarily consisting of zingerone, shogaols, and gingerols with [6]-gingerol (1-[4'-hydroxy-3'-methoxyphenyl]-5-hydroxy-3-decanone) as the major pungent compound.
Shagoals are more pungent and have higher antioxidant activity but not found in raw ginger, but is formed from gingerols during heating, storage or via acidity.Fresh ginger also contains an enzyme zingibain which is a cysteine protease and has similar properties to rennet.Domesticated plants and animals of AustronesiaIn 2016, global production of ginger was 3.3 million tonnes, led by India with 34% of the world total.
The juice from ginger roots is often used as a seasoning in Indian recipes and is a common ingredient of Chinese, Korean, Japanese, Vietnamese, and many South Asian cuisines for flavoring dishes such as seafood, meat, and vegetarian dishes.
Indonesians also use ground ginger root, called jahe, as a common ingredient in local recipes."
Fritillary bulb,Nin Jiom Pei Pa Koa,"It is a throat demulcent and expectorant.Official company sitePei pa koa is made up of a blend of herbal ingredients including the fritillary bulb (Bulbus fritillariae cirrhosae, 川貝母), loquat leaf (Eriobotrya japonica, 枇鈀葉), ladybell root (Adenophora stricta, 南沙參), Indian bread (Wolfiporia extensa), 茯苓), pomelo peel (Citrus maxima, 化橘紅), chinese bellflower root (Platycodon grandiflorum, 桔梗), pinellia rhizome (Pinellia ternata, 半夏), Schisandra seed (Schisandra chinensis, 五味子), Trichosanthes seed (Trichosanthes cucumerina, 瓜蔞子), coltsfoot flower (Tussilago farfara, 款冬花), thinleaf milkwort root (Polygala tenuifolia, 遠志), bitter apricot kernel (Prunus armeniaca, 苦杏仁), fresh ginger (Zingiber officinale, 生薑), licorice root (Glycyrrhiza uralensis, 甘草), and menthol in a syrup and honey base.It is common to take the preparation right from the bottle served in a tablespoon.
It can also be prepared as a drink, by dissolving a tablespoon full in hot water.In the name of the company, king-to means ""capital"", referring to Peking, and nin jiom means ""in memory of my mother""; hence, it stresses the important virtue of filial piety."
Gambir stem and thorn,List of English words of Malay origin,"Earliest known use was in 1588, adopted via Portuguese, from Malay tahil (literally 'weight').
First known use was in 1697, possibly derived from Spanish or Portuguese lancha ('barge'), from Malay lancharan boat, from the root word lanchar ('velocity without effort' or 'action of gliding smooth primarily of boats and turtles') + noun-building suffix -an.
Earliest known use was in 1707, from Malay rambūtan, from the root word rambūt ('hairy', with allusion to the fruit's spines) + noun-building suffix -an.
Derived from Malay kayu putih, literally ‘white tree’, first known use in English was in the late 18th century.
Derived from Malay kĕnanga, first known use in English was in the late 18th century.
Derived by folk etymology referring to such area in Southeast Asia, from Portuguese campon or Dutch kampoeng, from Malay kampong ('enclosure, hamlet').
First known use was in the early 19th century, derived from Malay sĕladang.
First known use was in the late 18th century, derived from Malay mĕranti."
Garlic chive seed,Garlic chive seed,"tuberosum is one of several Allium species known as wild onion and/or wild garlic that, in various parts of the world, such as Australia, are listed as noxious weeds or as invasive ""serious high impact environmental and/or agricultural weeds that spread rapidly and often create monocultures"".In Kazakhstan, where the plant has been introduced through cultivation by Dungan farmers and ties with neighboring China, garlic chives are known by a transliteration of their Mandarin Chinese name, djutsey (джуцей).
This species is also widespread across much of mainland Europe and invasive in other areas of the world.In Manipur and other northeastern states of India, it is grown and used as a substitute for garlic and onion in cooking and is known as maroi nakuppi in Manipuri.In Vietnam, the leaves of garlic chives, known as hẹ, are cut up into short pieces and used as the only vegetable in a broth with sliced pork kidneys.Allium tuberosum is a  rhizomatous, clump-forming perennial plant growing from a small, elongated bulb (about 10 mm, 13⁄32 inch, across) that is tough and fibrous."
Gastrodia rhizome,Gastrodia rhizome,"Gastrodigenin is a phenolic compound found in the rhizome of Gastrodia elata.Gastrodin is the glucoside of gastrodigenin.

Habenariol, a phenolic compound found in the semi aquatic orchid Habenaria repens"
Ginkgo leaf,Ginkgo leaf,"While it may seem improbable that a single species may exist as a contiguous entity for many millions of years, many of the ginkgo's life-history parameters fit: Extreme longevity; slow reproduction rate; (in Cenozoic and later times) a wide, apparently contiguous, but steadily contracting distribution; and (as far as can be demonstrated from the fossil record) extreme ecological conservatism (restriction to disturbed streamside environments).The relationship of ginkgo to other plant groups remains uncertain.
Ginkgo, therefore, presents an ""ecological paradox"" because while it possesses some favorable traits for living in disturbed environments (clonal reproduction) many of its other life-history traits are the opposite of those exhibited by modern plants that thrive in disturbed settings (slow growth, large seed size, late reproductive maturity).Carl Linnaeus described the species in 1771, the specific epithet biloba derived from the Latin bis, ""two"" and loba, ""lobed"", referring to the shape of the leaves."
Ginkgo nut,Ginkgo nut,"While it may seem improbable that a single species may exist as a contiguous entity for many millions of years, many of the ginkgo's life-history parameters fit: Extreme longevity; slow reproduction rate; (in Cenozoic and later times) a wide, apparently contiguous, but steadily contracting distribution; and (as far as can be demonstrated from the fossil record) extreme ecological conservatism (restriction to disturbed streamside environments).The relationship of ginkgo to other plant groups remains uncertain.
Ginkgo, therefore, presents an ""ecological paradox"" because while it possesses some favorable traits for living in disturbed environments (clonal reproduction) many of its other life-history traits are the opposite of those exhibited by modern plants that thrive in disturbed settings (slow growth, large seed size, late reproductive maturity).Carl Linnaeus described the species in 1771, the specific epithet biloba derived from the Latin bis, ""two"" and loba, ""lobed"", referring to the shape of the leaves."
Ginseng,Ginseng,"Although ginseng is commonly sold as a dietary supplement, inconsistent manufacturing practices for supplements have led to analyses showing that ginseng products may be contaminated with toxic metals or unrelated filler compounds, and its excessive use may have adverse effects or untoward interactions with prescription drugs.Cultivated ginseng (Korean: 인삼; Hanja: 人蔘; RR: insam; lit.
Wild ginseng can be processed to be red or white ginseng.Fresh ginseng (Korean: 수삼; Hanja: 水蔘; RR: susam; lit.
In the early 21st century, 99% of the world's 80,000 tons of ginseng was produced in just four countries: China (44,749 tons), South Korea (27,480 tons), Canada (6,486 tons), and the United States (1,054 tons).
The constituents include steroid saponins known as ginsenosides, but the effects of these ginseng compounds have not been studied with high-quality clinical research as of 2019, and therefore remain unknown.Ginseng generally has a good safety profile and the incidence of adverse effects are minor when used over the short term.
Cultivated species include Panax ginseng (Korean ginseng), Panax notoginseng (South China ginseng), and Panax quinquefolius (American ginseng)."
Ginseng leaf,Ginseng leaf,"Although ginseng is commonly sold as a dietary supplement, inconsistent manufacturing practices for supplements have led to analyses showing that ginseng products may be contaminated with toxic metals or unrelated filler compounds, and its excessive use may have adverse effects or untoward interactions with prescription drugs.Cultivated ginseng (Korean: 인삼; Hanja: 人蔘; RR: insam; lit.
Wild ginseng can be processed to be red or white ginseng.Fresh ginseng (Korean: 수삼; Hanja: 水蔘; RR: susam; lit.
In the early 21st century, 99% of the world's 80,000 tons of ginseng was produced in just four countries: China (44,749 tons), South Korea (27,480 tons), Canada (6,486 tons), and the United States (1,054 tons).
The constituents include steroid saponins known as ginsenosides, but the effects of these ginseng compounds have not been studied with high-quality clinical research as of 2019, and therefore remain unknown.Ginseng generally has a good safety profile and the incidence of adverse effects are minor when used over the short term.
Cultivated species include Panax ginseng (Korean ginseng), Panax notoginseng (South China ginseng), and Panax quinquefolius (American ginseng)."
Glehnia root,List of kampo herbs,"In 1967, the Japanese Ministry of Health, Labour and Welfare approved four kampo medicines for reimbursement under the National Health Insurance (NHI) program.
In 1976, 82 kampo medicines were approved by the Ministry of Health, Labour and Welfare.
Currently, 148 kampo medicines are approved for reimbursement.
The 14th edition of the Japanese Pharmacopoeia (JP) (日本薬局方 Nihon yakkyokuhō) lists 165 herbal ingredients that are approved to be used in kampo remedies.
The most common herb  is Glycyrrhizae Radix (Chinese liquorice root).
Other common herbs are Zingiberis Rhizoma (ginger) (51 of 128 formulae) and Paeoniae Radix (Chinese peony root) (44 of 128 formulae).
""庶"" is usually substituted in Chinese and Japanese.
""梨"" or ""藜"" is usually substituted in Japanese.
The ""勿"" in ""藜"" should be replaced with ""刂"".The World of KampoTsumura Herb Handbook (in Japanese)
(ISBN 0-939616-42-4) Eastland Press Herb List Arranged by Pinyin
""Learner's Disney Character Dictionary of Chinese Medicine""Kampo list
Chinese classic herbal formula"
Glossy privet fruit,Glossy privet fruit,"The genus contains about 50 species of erect, deciduous or evergreen shrubs, sometimes forming small or medium-sized trees, native to Europe, north Africa, Asia, many introduced and naturalised in Australasia, where only one species extends as a native into Queensland.
Privet was originally the name for the European semi-evergreen shrub Ligustrum vulgare, and later also for the more reliably evergreen Ligustrum ovalifolium used extensively for privacy hedging, though now the name is applied to all members of the genus.
In the German translation, they live on Liguster Weg.Privet is a group of shrubs and small trees of southern and eastern Asia, from the Himalayas extending into Australia.
The tree species, especially Chinese privet is frequently used as a street tree in Europe, while other species including Ligustrum japonicum and Ligustrum quihoui are among the others also sometimes used as ornamental plants in gardens."
Goji berry,Goji berry,"The plant parts are called by the Latin names  lycii fructus (fruit), herba lycii (leaves), etc., in modern official pharmacopeias.Since about 2000, goji berry and derived products became common in developed countries as health foods or alternative medicine remedies, extending from exaggerated and unproven claims about their health benefits.Young wolfberry shoots and leaves are harvested commercially as a leaf vegetable.Since the early 21st century, the dried fruit has been marketed in the Western world as a health food, with unsupported health claims about its benefits.
There have been also commercial products of whole and ground wolfberry seeds, and seed oil.Lycium barbarum had been introduced in the United Kingdom in the 1730s by The Duke of Argyll, but the plant was mostly used for hedges and decorative gardening.The UK Food Standards Agency (FSA) had initially placed goji berry in the Novel Foods list."
