Herb id,MM symptom id,MM symptom name,MeSH tree numbers,UMLS id,url
SMHB00054,SMMS00627,Ache,C10.597.617|C23.888.592.612|F02.830.816.444|G11.561.790.444,C0234238,https://www.symmap.org/detail/SMHB00054
SMHB00054,SMMS00712,Dilation,C23.300.325,C0012359,https://www.symmap.org/detail/SMHB00054
SMHB00054,SMMS00724,Stomach Discomfort,,C0235309,https://www.symmap.org/detail/SMHB00054
SMHB00054,SMMS00788,Bloating Feeling,,C0857257,https://www.symmap.org/detail/SMHB00054
SMHB00054,SMMS00800,Gagging,C23.888.821.414|F02.830.702.157|G10.261.338|G11.561.731.251,C0016927,https://www.symmap.org/detail/SMHB00054
SMHB00054,SMMS00804,Pain Radiating,C10.597.617|C23.888.592.612|F02.830.816.444|G11.561.790.444,C0234254,https://www.symmap.org/detail/SMHB00054
SMHB00054,SMMS00806,Crushing Pain,C10.597.617|C23.888.592.612|F02.830.816.444|G11.561.790.444,C0458259,https://www.symmap.org/detail/SMHB00054
SMHB00054,SMMS00867,Chills And Fever,,C0085594,https://www.symmap.org/detail/SMHB00054
SMHB00054,SMMS00952,Fever,C23.888.119.344,C0015967,https://www.symmap.org/detail/SMHB00054
SMHB00055,﻿MM symptom id,MM symptom name,MeSH tree numbers,UMLS id,https://www.symmap.org/detail/SMHB00055
SMHB00055,SMMS00012,Sharp Headache,C10.597.617.470|C23.888.592.612.441,C0751190,https://www.symmap.org/detail/SMHB00055
SMHB00055,SMMS00060,Physical Suffering,C10.597.617|C23.888.592.612|F02.830.816.444|G11.561.790.444,C0751408,https://www.symmap.org/detail/SMHB00055
SMHB00055,SMMS00102,"Headache, Periorbital",C10.597.617.470|C23.888.592.612.441,C0751187,https://www.symmap.org/detail/SMHB00055
SMHB00055,SMMS00108,Bilateral Headache,C10.597.617.470|C23.888.592.612.441,C0423623,https://www.symmap.org/detail/SMHB00055
SMHB00055,SMMS00137,Ocular Headache,C10.597.617.470|C23.888.592.612.441,C0028838,https://www.symmap.org/detail/SMHB00055
SMHB00055,SMMS00138,Toothache,C07.793.929|C10.597.617.203.500|C23.888.592.612.330.500,C0040460,https://www.symmap.org/detail/SMHB00055
SMHB00055,SMMS00192,Abdominal Pain,C10.597.617.044|C23.888.592.612.054|C23.888.821.030,C0000737,https://www.symmap.org/detail/SMHB00055
SMHB00055,SMMS00216,Headache Throbbing,C10.597.617.470|C23.888.592.612.441,C0423618,https://www.symmap.org/detail/SMHB00055
SMHB00055,SMMS00237,Hyperalgia,C10.597.751.791.400|C23.888.592.763.770.400,C0020429,https://www.symmap.org/detail/SMHB00055
SMHB00055,SMMS00250,Diarrhea,C23.888.821.214,C0011991,https://www.symmap.org/detail/SMHB00055
SMHB00055,SMMS00295,Orthostatic Headache,C10.597.617.470|C23.888.592.612.441,C0751186,https://www.symmap.org/detail/SMHB00055
SMHB00055,SMMS00337,Pain,C10.597.617|C23.888.592.612|F02.830.816.444|G11.561.790.444,C0030193,https://www.symmap.org/detail/SMHB00055
SMHB00055,SMMS00388,Chest Mass,,C0347941,https://www.symmap.org/detail/SMHB00055
SMHB00055,SMMS00398,Arthritic Pains,,C0857177,https://www.symmap.org/detail/SMHB00055
SMHB00055,SMMS00410,Generalized Spasm,C10.597.613.750|C23.888.592.608.750,C0151911,https://www.symmap.org/detail/SMHB00055
SMHB00055,SMMS00412,Burning Pain,C10.597.617|C23.888.592.612|F02.830.816.444|G11.561.790.444,C0234230,https://www.symmap.org/detail/SMHB00055
SMHB00055,SMMS00431,Splitting Pain,C10.597.617|C23.888.592.612|F02.830.816.444|G11.561.790.444,C0458257,https://www.symmap.org/detail/SMHB00055
SMHB00055,SMMS00506,Enterocele,C23.300.707,C0205792,https://www.symmap.org/detail/SMHB00055
SMHB00055,SMMS00511,Face Edema,,C0542571,https://www.symmap.org/detail/SMHB00055
SMHB00055,SMMS00569,Migratory Pain,C10.597.617|C23.888.592.612|F02.830.816.444|G11.561.790.444,C0751407,https://www.symmap.org/detail/SMHB00055
SMHB00055,SMMS00583,Hernia,C23.300.707,C0019270,https://www.symmap.org/detail/SMHB00055
SMHB00055,SMMS00590,Nerve Root Pain,,C0278147,https://www.symmap.org/detail/SMHB00055
SMHB00055,SMMS00627,Ache,C10.597.617|C23.888.592.612|F02.830.816.444|G11.561.790.444,C0234238,https://www.symmap.org/detail/SMHB00055
SMHB00055,SMMS00693,Generalised Headache,C10.597.617.470|C23.888.592.612.441,C0474366,https://www.symmap.org/detail/SMHB00055
SMHB00055,SMMS00804,Pain Radiating,C10.597.617|C23.888.592.612|F02.830.816.444|G11.561.790.444,C0234254,https://www.symmap.org/detail/SMHB00055
SMHB00055,SMMS00806,Crushing Pain,C10.597.617|C23.888.592.612|F02.830.816.444|G11.561.790.444,C0458259,https://www.symmap.org/detail/SMHB00055
SMHB00055,SMMS00815,Vertex Headache,C10.597.617.470|C23.888.592.612.441,C0751192,https://www.symmap.org/detail/SMHB00055
SMHB00055,SMMS00816,"Headache, Retro-Ocular",C10.597.617.470|C23.888.592.612.441,C0751189,https://www.symmap.org/detail/SMHB00055
SMHB00055,SMMS00867,Chills And Fever,,C0085594,https://www.symmap.org/detail/SMHB00055
SMHB00055,SMMS00894,"Headache, Dull",,C0239885,https://www.symmap.org/detail/SMHB00055
SMHB00055,SMMS00910,Headache Unilateral,C10.597.617.470|C23.888.592.612.441,C0877781,https://www.symmap.org/detail/SMHB00055
SMHB00055,SMMS00928,Headache,C10.597.617.470|C23.888.592.612.441,C0018681,https://www.symmap.org/detail/SMHB00055
SMHB00055,SMMS00952,Fever,C23.888.119.344,C0015967,https://www.symmap.org/detail/SMHB00055
SMHB00056,﻿MM symptom id,MM symptom name,MeSH tree numbers,UMLS id,https://www.symmap.org/detail/SMHB00056
SMHB00056,SMMS00012,Sharp Headache,C10.597.617.470|C23.888.592.612.441,C0751190,https://www.symmap.org/detail/SMHB00056
SMHB00056,SMMS00048,Stroke,C10.228.140.300.775|C14.907.253.855,C0038454,https://www.symmap.org/detail/SMHB00056
SMHB00056,SMMS00060,Physical Suffering,C10.597.617|C23.888.592.612|F02.830.816.444|G11.561.790.444,C0751408,https://www.symmap.org/detail/SMHB00056
SMHB00056,SMMS00102,"Headache, Periorbital",C10.597.617.470|C23.888.592.612.441,C0751187,https://www.symmap.org/detail/SMHB00056
SMHB00056,SMMS00108,Bilateral Headache,C10.597.617.470|C23.888.592.612.441,C0423623,https://www.symmap.org/detail/SMHB00056
SMHB00056,SMMS00137,Ocular Headache,C10.597.617.470|C23.888.592.612.441,C0028838,https://www.symmap.org/detail/SMHB00056
SMHB00056,SMMS00138,Toothache,C07.793.929|C10.597.617.203.500|C23.888.592.612.330.500,C0040460,https://www.symmap.org/detail/SMHB00056
SMHB00056,SMMS00192,Abdominal Pain,C10.597.617.044|C23.888.592.612.054|C23.888.821.030,C0000737,https://www.symmap.org/detail/SMHB00056
SMHB00056,SMMS00216,Headache Throbbing,C10.597.617.470|C23.888.592.612.441,C0423618,https://www.symmap.org/detail/SMHB00056
SMHB00056,SMMS00237,Hyperalgia,C10.597.751.791.400|C23.888.592.763.770.400,C0020429,https://www.symmap.org/detail/SMHB00056
SMHB00056,SMMS00250,Diarrhea,C23.888.821.214,C0011991,https://www.symmap.org/detail/SMHB00056
SMHB00056,SMMS00295,Orthostatic Headache,C10.597.617.470|C23.888.592.612.441,C0751186,https://www.symmap.org/detail/SMHB00056
SMHB00056,SMMS00337,Pain,C10.597.617|C23.888.592.612|F02.830.816.444|G11.561.790.444,C0030193,https://www.symmap.org/detail/SMHB00056
SMHB00056,SMMS00412,Burning Pain,C10.597.617|C23.888.592.612|F02.830.816.444|G11.561.790.444,C0234230,https://www.symmap.org/detail/SMHB00056
SMHB00056,SMMS00431,Splitting Pain,C10.597.617|C23.888.592.612|F02.830.816.444|G11.561.790.444,C0458257,https://www.symmap.org/detail/SMHB00056
SMHB00056,SMMS00465,Cva Nos Acute,C10.228.140.300.775|C14.907.253.855,C0751956,https://www.symmap.org/detail/SMHB00056
SMHB00056,SMMS00569,Migratory Pain,C10.597.617|C23.888.592.612|F02.830.816.444|G11.561.790.444,C0751407,https://www.symmap.org/detail/SMHB00056
SMHB00056,SMMS00627,Ache,C10.597.617|C23.888.592.612|F02.830.816.444|G11.561.790.444,C0234238,https://www.symmap.org/detail/SMHB00056
SMHB00056,SMMS00681,Appetite Disorder,F03.400,C0003621,https://www.symmap.org/detail/SMHB00056
SMHB00056,SMMS00693,Generalised Headache,C10.597.617.470|C23.888.592.612.441,C0474366,https://www.symmap.org/detail/SMHB00056
SMHB00056,SMMS00804,Pain Radiating,C10.597.617|C23.888.592.612|F02.830.816.444|G11.561.790.444,C0234254,https://www.symmap.org/detail/SMHB00056
SMHB00056,SMMS00806,Crushing Pain,C10.597.617|C23.888.592.612|F02.830.816.444|G11.561.790.444,C0458259,https://www.symmap.org/detail/SMHB00056
SMHB00056,SMMS00815,Vertex Headache,C10.597.617.470|C23.888.592.612.441,C0751192,https://www.symmap.org/detail/SMHB00056
SMHB00056,SMMS00816,"Headache, Retro-Ocular",C10.597.617.470|C23.888.592.612.441,C0751189,https://www.symmap.org/detail/SMHB00056
SMHB00056,SMMS00867,Chills And Fever,,C0085594,https://www.symmap.org/detail/SMHB00056
SMHB00056,SMMS00894,"Headache, Dull",,C0239885,https://www.symmap.org/detail/SMHB00056
SMHB00056,SMMS00910,Headache Unilateral,C10.597.617.470|C23.888.592.612.441,C0877781,https://www.symmap.org/detail/SMHB00056
SMHB00056,SMMS00928,Headache,C10.597.617.470|C23.888.592.612.441,C0018681,https://www.symmap.org/detail/SMHB00056
SMHB00056,SMMS00952,Fever,C23.888.119.344,C0015967,https://www.symmap.org/detail/SMHB00056
SMHB00057,﻿MM symptom id,MM symptom name,MeSH tree numbers,UMLS id,https://www.symmap.org/detail/SMHB00057
SMHB00057,SMMS00015,Alopecia,C17.800.329.937.122|C23.300.035,C0002170,https://www.symmap.org/detail/SMHB00057
SMHB00057,SMMS00020,Alopecia Cicatrisata,C17.800.329.937.122|C23.300.035,C0086873,https://www.symmap.org/detail/SMHB00057
SMHB00057,SMMS00023,Pneumonia,C08.381.677|C08.730.610,C0032285,https://www.symmap.org/detail/SMHB00057
SMHB00057,SMMS00042,Hemorrhage,C23.550.414,C0019080,https://www.symmap.org/detail/SMHB00057
SMHB00057,SMMS00067,Cough Productive,,C0239134,https://www.symmap.org/detail/SMHB00057
SMHB00057,SMMS00096,Hemoptysis,C08.381.348|C23.550.414.896|C23.888.852.430,C0019079,https://www.symmap.org/detail/SMHB00057
SMHB00057,SMMS00130,Bright Red Blood Per Rectum,C06.405.227|C23.550.414.788,C0018932,https://www.symmap.org/detail/SMHB00057
SMHB00057,SMMS00208,Hematemesis,C06.405.227.400|C23.550.414.788.400|C23.888.821.937.019,C0018926,https://www.symmap.org/detail/SMHB00057
SMHB00057,SMMS00371,Blood Disorder,C15.378,C0018939,https://www.symmap.org/detail/SMHB00057
SMHB00057,SMMS00402,Micturition Disorder,C12.777.934|C13.351.968.934,C0042035,https://www.symmap.org/detail/SMHB00057
SMHB00057,SMMS00403,Cough,C08.618.248|C23.888.852.293,C0010200,https://www.symmap.org/detail/SMHB00057
SMHB00057,SMMS00443,Sputum Increased,,C0235567,https://www.symmap.org/detail/SMHB00057
SMHB00057,SMMS00517,Pneumonia Lobar,C08.381.677|C08.730.610,C0032300,https://www.symmap.org/detail/SMHB00057
SMHB00057,SMMS00589,Stomach Cramps,,C0344375,https://www.symmap.org/detail/SMHB00057
SMHB00057,SMMS00746,Alopecia Hereditaria,C17.800.329.937.122|C23.300.035,C0162311,https://www.symmap.org/detail/SMHB00057
SMHB00057,SMMS00759,Metrorrhagia,C13.351.500.852.691.622|C23.550.414.993.700,C0025874,https://www.symmap.org/detail/SMHB00057
SMHB00057,SMMS00862,Hair Abnormality,,C0157733,https://www.symmap.org/detail/SMHB00057
SMHB00057,SMMS00879,Experimental Lung Inflammation,C08.381.677|C08.730.610,C0887898,https://www.symmap.org/detail/SMHB00057
SMHB00058,﻿MM symptom id,MM symptom name,MeSH tree numbers,UMLS id,https://www.symmap.org/detail/SMHB00058
SMHB00058,SMMS00009,"Nasal Obstruction, Unilateral",C08.460.525|C08.618.846.185.525|C09.603.525,C2350170,https://www.symmap.org/detail/SMHB00058
SMHB00058,SMMS00012,Sharp Headache,C10.597.617.470|C23.888.592.612.441,C0751190,https://www.symmap.org/detail/SMHB00058
SMHB00058,SMMS00026,"Nasal Obstruction, Bilateral",C08.460.525|C08.618.846.185.525|C09.603.525,C2350171,https://www.symmap.org/detail/SMHB00058
SMHB00058,SMMS00060,Physical Suffering,C10.597.617|C23.888.592.612|F02.830.816.444|G11.561.790.444,C0751408,https://www.symmap.org/detail/SMHB00058
SMHB00058,SMMS00067,Cough Productive,,C0239134,https://www.symmap.org/detail/SMHB00058
SMHB00058,SMMS00068,Foot Pain,,C0016512,https://www.symmap.org/detail/SMHB00058
SMHB00058,SMMS00083,"Sputums, Induced",A12.200.808,C3179346,https://www.symmap.org/detail/SMHB00058
SMHB00058,SMMS00095,Catarrh,C02.782.687.207|C08.730.162,C1384493,https://www.symmap.org/detail/SMHB00058
SMHB00058,SMMS00102,"Headache, Periorbital",C10.597.617.470|C23.888.592.612.441,C0751187,https://www.symmap.org/detail/SMHB00058
SMHB00058,SMMS00108,Bilateral Headache,C10.597.617.470|C23.888.592.612.441,C0423623,https://www.symmap.org/detail/SMHB00058
SMHB00058,SMMS00128,Polymenorrhea,C23.550.568,C0032519,https://www.symmap.org/detail/SMHB00058
SMHB00058,SMMS00137,Ocular Headache,C10.597.617.470|C23.888.592.612.441,C0028838,https://www.symmap.org/detail/SMHB00058
SMHB00058,SMMS00144,Xerostomia,C07.465.815.929,C0043352,https://www.symmap.org/detail/SMHB00058
SMHB00058,SMMS00180,Sneezing,C23.888.852.889|G09.772.832,C0037383,https://www.symmap.org/detail/SMHB00058
SMHB00058,SMMS00192,Abdominal Pain,C10.597.617.044|C23.888.592.612.054|C23.888.821.030,C0000737,https://www.symmap.org/detail/SMHB00058
SMHB00058,SMMS00194,Airway Obstruction Nasal,C08.460.525|C08.618.846.185.525|C09.603.525,C0027429,https://www.symmap.org/detail/SMHB00058
SMHB00058,SMMS00215,Sore Throat,C07.550.781|C08.730.561|C09.775.649,C0242429,https://www.symmap.org/detail/SMHB00058
SMHB00058,SMMS00216,Headache Throbbing,C10.597.617.470|C23.888.592.612.441,C0423618,https://www.symmap.org/detail/SMHB00058
SMHB00058,SMMS00222,Vagina,C13.351.500.894,C0042251,https://www.symmap.org/detail/SMHB00058
SMHB00058,SMMS00237,Hyperalgia,C10.597.751.791.400|C23.888.592.763.770.400,C0020429,https://www.symmap.org/detail/SMHB00058
SMHB00058,SMMS00262,Rectal Prolapse,C06.405.469.860.800|C23.300.842.624.500,C0034888,https://www.symmap.org/detail/SMHB00058
SMHB00058,SMMS00293,Nasal Congestion,,C0027424,https://www.symmap.org/detail/SMHB00058
SMHB00058,SMMS00295,Orthostatic Headache,C10.597.617.470|C23.888.592.612.441,C0751186,https://www.symmap.org/detail/SMHB00058
SMHB00058,SMMS00327,Emesis,C23.888.821.937,C0042963,https://www.symmap.org/detail/SMHB00058
SMHB00058,SMMS00337,Pain,C10.597.617|C23.888.592.612|F02.830.816.444|G11.561.790.444,C0030193,https://www.symmap.org/detail/SMHB00058
SMHB00058,SMMS00348,Menses Abnormal,C23.550.568,C0025345,https://www.symmap.org/detail/SMHB00058
SMHB00058,SMMS00381,Boredom,F01.470.192,C0006019,https://www.symmap.org/detail/SMHB00058
SMHB00058,SMMS00403,Cough,C08.618.248|C23.888.852.293,C0010200,https://www.symmap.org/detail/SMHB00058
SMHB00058,SMMS00412,Burning Pain,C10.597.617|C23.888.592.612|F02.830.816.444|G11.561.790.444,C0234230,https://www.symmap.org/detail/SMHB00058
SMHB00058,SMMS00431,Splitting Pain,C10.597.617|C23.888.592.612|F02.830.816.444|G11.561.790.444,C0458257,https://www.symmap.org/detail/SMHB00058
SMHB00058,SMMS00432,Digestion Impaired,,C0232459,https://www.symmap.org/detail/SMHB00058
SMHB00058,SMMS00441,Skin Pruritus,C17.800.685|C23.888.885.625,C0033774,https://www.symmap.org/detail/SMHB00058
SMHB00058,SMMS00531,Uterine Prolapse,C13.351.500.852.833|C23.300.842.624.750,C0042140,https://www.symmap.org/detail/SMHB00058
SMHB00058,SMMS00534,Sputum,A12.200.808,C0038056,https://www.symmap.org/detail/SMHB00058
SMHB00058,SMMS00556,Thirst,F01.658.293.787,C0039971,https://www.symmap.org/detail/SMHB00058
SMHB00058,SMMS00569,Migratory Pain,C10.597.617|C23.888.592.612|F02.830.816.444|G11.561.790.444,C0751407,https://www.symmap.org/detail/SMHB00058
SMHB00058,SMMS00574,Thermal Energy,G01.906.595.543|G16.500.275.063.725.710.380|G16.500.750.775.710.380|N06.230.300.100.725.232|N06.230.300.100.725.710.380,C0018837,https://www.symmap.org/detail/SMHB00058
SMHB00058,SMMS00578,Chest Symptom Discomfort,,C0235710,https://www.symmap.org/detail/SMHB00058
SMHB00058,SMMS00585,Halitosis,C23.888.821.475,C0018520,https://www.symmap.org/detail/SMHB00058
SMHB00058,SMMS00626,Coryza,C02.782.687.207|C08.730.162,C0086066,https://www.symmap.org/detail/SMHB00058
SMHB00058,SMMS00627,Ache,C10.597.617|C23.888.592.612|F02.830.816.444|G11.561.790.444,C0234238,https://www.symmap.org/detail/SMHB00058
SMHB00058,SMMS00634,Hypomenorrhea,C23.550.568,C0020624,https://www.symmap.org/detail/SMHB00058
SMHB00058,SMMS00669,Pharyngitis,C07.550.781|C08.730.561|C09.775.649,C0031350,https://www.symmap.org/detail/SMHB00058
SMHB00058,SMMS00693,Generalised Headache,C10.597.617.470|C23.888.592.612.441,C0474366,https://www.symmap.org/detail/SMHB00058
SMHB00058,SMMS00700,Face Injury,C10.900.300.284|C26.915.300.425,C0015459,https://www.symmap.org/detail/SMHB00058
SMHB00058,SMMS00724,Stomach Discomfort,,C0235309,https://www.symmap.org/detail/SMHB00058
SMHB00058,SMMS00730,Throat Tightness,,C0236071,https://www.symmap.org/detail/SMHB00058
SMHB00058,SMMS00753,Throat Dry,,C0235234,https://www.symmap.org/detail/SMHB00058
SMHB00058,SMMS00771,Vaginal Prolapse,C13.351.500.852.833|C23.300.842.624.750,C0205990,https://www.symmap.org/detail/SMHB00058
SMHB00058,SMMS00788,Bloating Feeling,,C0857257,https://www.symmap.org/detail/SMHB00058
SMHB00058,SMMS00800,Gagging,C23.888.821.414|F02.830.702.157|G10.261.338|G11.561.731.251,C0016927,https://www.symmap.org/detail/SMHB00058
SMHB00058,SMMS00804,Pain Radiating,C10.597.617|C23.888.592.612|F02.830.816.444|G11.561.790.444,C0234254,https://www.symmap.org/detail/SMHB00058
SMHB00058,SMMS00806,Crushing Pain,C10.597.617|C23.888.592.612|F02.830.816.444|G11.561.790.444,C0458259,https://www.symmap.org/detail/SMHB00058
SMHB00058,SMMS00809,Anal Canal Prolapse,C06.405.469.860.800|C23.300.842.624.500,C0242473,https://www.symmap.org/detail/SMHB00058
SMHB00058,SMMS00815,Vertex Headache,C10.597.617.470|C23.888.592.612.441,C0751192,https://www.symmap.org/detail/SMHB00058
SMHB00058,SMMS00816,"Headache, Retro-Ocular",C10.597.617.470|C23.888.592.612.441,C0751189,https://www.symmap.org/detail/SMHB00058
SMHB00058,SMMS00817,Common Cold,C02.782.687.207|C08.730.162,C0009443,https://www.symmap.org/detail/SMHB00058
SMHB00058,SMMS00849,Retrograde Menstruation,C23.550.568,C0025349,https://www.symmap.org/detail/SMHB00058
SMHB00058,SMMS00857,Anhidrosis,C17.800.946.370,C0003028,https://www.symmap.org/detail/SMHB00058
SMHB00058,SMMS00863,Chest Symptom Heaviness,,C0742339,https://www.symmap.org/detail/SMHB00058
SMHB00058,SMMS00867,Chills And Fever,,C0085594,https://www.symmap.org/detail/SMHB00058
SMHB00058,SMMS00882,Typhoid Fever,C01.252.400.310.821.873,C0041466,https://www.symmap.org/detail/SMHB00058
SMHB00058,SMMS00894,"Headache, Dull",,C0239885,https://www.symmap.org/detail/SMHB00058
SMHB00058,SMMS00910,Headache Unilateral,C10.597.617.470|C23.888.592.612.441,C0877781,https://www.symmap.org/detail/SMHB00058
SMHB00058,SMMS00916,Decreased Appetite,,C0232462,https://www.symmap.org/detail/SMHB00058
SMHB00058,SMMS00928,Headache,C10.597.617.470|C23.888.592.612.441,C0018681,https://www.symmap.org/detail/SMHB00058
SMHB00058,SMMS00934,Sputum Purulent,,C0241235,https://www.symmap.org/detail/SMHB00058
SMHB00058,SMMS00941,Hot Temperature,G01.906.595.543|G16.500.275.063.725.710.380|G16.500.750.775.710.380|N06.230.300.100.725.232|N06.230.300.100.725.710.380,C2350229,https://www.symmap.org/detail/SMHB00058
SMHB00058,SMMS00951,Uterovaginal Prolapse,,C0156353,https://www.symmap.org/detail/SMHB00058
SMHB00058,SMMS00952,Fever,C23.888.119.344,C0015967,https://www.symmap.org/detail/SMHB00058
SMHB00059,﻿MM symptom id,MM symptom name,MeSH tree numbers,UMLS id,https://www.symmap.org/detail/SMHB00059
SMHB00059,SMMS00057,Cataract,C11.510.245,C0086543,https://www.symmap.org/detail/SMHB00059
SMHB00059,SMMS00060,Physical Suffering,C10.597.617|C23.888.592.612|F02.830.816.444|G11.561.790.444,C0751408,https://www.symmap.org/detail/SMHB00059
SMHB00059,SMMS00066,"Mental Retardations, Psychosocial",C10.597.606.643|C23.888.592.604.646|F01.700.687|F03.625.539,C0025363,https://www.symmap.org/detail/SMHB00059
SMHB00059,SMMS00095,Catarrh,C02.782.687.207|C08.730.162,C1384493,https://www.symmap.org/detail/SMHB00059
SMHB00059,SMMS00104,Lens Opacity,C11.510.245,C1510497,https://www.symmap.org/detail/SMHB00059
SMHB00059,SMMS00132,Hoarseness,C08.360.940.490|C08.618.490|C09.400.940.490|C10.597.975.550|C23.888.592.979.550|C23.888.852.490,C0019825,https://www.symmap.org/detail/SMHB00059
SMHB00059,SMMS00183,Neurotic Depression,F03.600.300,C0282126,https://www.symmap.org/detail/SMHB00059
SMHB00059,SMMS00237,Hyperalgia,C10.597.751.791.400|C23.888.592.763.770.400,C0020429,https://www.symmap.org/detail/SMHB00059
SMHB00059,SMMS00241,German Measles,C02.782.930.700.700,C0035920,https://www.symmap.org/detail/SMHB00059
SMHB00059,SMMS00244,Melancholia,F03.600.300,C0025193,https://www.symmap.org/detail/SMHB00059
SMHB00059,SMMS00279,Profound Mental Retardation,C10.597.606.643|C23.888.592.604.646|F01.700.687|F03.625.539,C0020796,https://www.symmap.org/detail/SMHB00059
SMHB00059,SMMS00337,Pain,C10.597.617|C23.888.592.612|F02.830.816.444|G11.561.790.444,C0030193,https://www.symmap.org/detail/SMHB00059
SMHB00059,SMMS00343,Emotional Depression,F01.145.126.350,C0086132,https://www.symmap.org/detail/SMHB00059
SMHB00059,SMMS00377,Seizures,C10.228.140.490.631|C10.597.742|C23.888.592.742,C0036572,https://www.symmap.org/detail/SMHB00059
SMHB00059,SMMS00412,Burning Pain,C10.597.617|C23.888.592.612|F02.830.816.444|G11.561.790.444,C0234230,https://www.symmap.org/detail/SMHB00059
SMHB00059,SMMS00431,Splitting Pain,C10.597.617|C23.888.592.612|F02.830.816.444|G11.561.790.444,C0458257,https://www.symmap.org/detail/SMHB00059
SMHB00059,SMMS00441,Skin Pruritus,C17.800.685|C23.888.885.625,C0033774,https://www.symmap.org/detail/SMHB00059
SMHB00059,SMMS00467,Transient Tic,C10.597.350.700|C23.888.592.350.700,C0751899,https://www.symmap.org/detail/SMHB00059
SMHB00059,SMMS00475,Gestural Tic,C10.597.350.700|C23.888.592.350.700,C0751898,https://www.symmap.org/detail/SMHB00059
SMHB00059,SMMS00505,Measles,C02.782.580.600.500.500,C0025007,https://www.symmap.org/detail/SMHB00059
SMHB00059,SMMS00507,Convulsions Neonatal,,C0159020,https://www.symmap.org/detail/SMHB00059
SMHB00059,SMMS00565,Depressive Neurosis,F03.600.300,C0011581,https://www.symmap.org/detail/SMHB00059
SMHB00059,SMMS00569,Migratory Pain,C10.597.617|C23.888.592.612|F02.830.816.444|G11.561.790.444,C0751407,https://www.symmap.org/detail/SMHB00059
SMHB00059,SMMS00574,Thermal Energy,G01.906.595.543|G16.500.275.063.725.710.380|G16.500.750.775.710.380|N06.230.300.100.725.232|N06.230.300.100.725.710.380,C0018837,https://www.symmap.org/detail/SMHB00059
SMHB00059,SMMS00626,Coryza,C02.782.687.207|C08.730.162,C0086066,https://www.symmap.org/detail/SMHB00059
SMHB00059,SMMS00627,Ache,C10.597.617|C23.888.592.612|F02.830.816.444|G11.561.790.444,C0234238,https://www.symmap.org/detail/SMHB00059
SMHB00059,SMMS00632,Mental Retardation,,C0025362,https://www.symmap.org/detail/SMHB00059
SMHB00059,SMMS00638,"Hoarseness, Neurogenic",C08.360.940.490|C08.618.490|C09.400.940.490|C10.597.975.550|C23.888.592.979.550|C23.888.852.490,C0751201,https://www.symmap.org/detail/SMHB00059
SMHB00059,SMMS00708,Habit Disorder,C10.597.350.700|C23.888.592.350.700,C0278076,https://www.symmap.org/detail/SMHB00059
SMHB00059,SMMS00730,Throat Tightness,,C0236071,https://www.symmap.org/detail/SMHB00059
SMHB00059,SMMS00742,Major Depression,F03.600.300.375,C1269683,https://www.symmap.org/detail/SMHB00059
SMHB00059,SMMS00743,Pseudoaphakia,C11.510.245,C0524524,https://www.symmap.org/detail/SMHB00059
SMHB00059,SMMS00750,Vocal Tic,C10.597.350.700|C23.888.592.350.700,C0751901,https://www.symmap.org/detail/SMHB00059
SMHB00059,SMMS00760,Motor Tics,C10.597.350.700|C23.888.592.350.700,C0751900,https://www.symmap.org/detail/SMHB00059
SMHB00059,SMMS00763,Depressive Syndrome,F03.600.300,C0086133,https://www.symmap.org/detail/SMHB00059
SMHB00059,SMMS00766,Eye Blood Shot,,C0005858,https://www.symmap.org/detail/SMHB00059
SMHB00059,SMMS00804,Pain Radiating,C10.597.617|C23.888.592.612|F02.830.816.444|G11.561.790.444,C0234254,https://www.symmap.org/detail/SMHB00059
SMHB00059,SMMS00806,Crushing Pain,C10.597.617|C23.888.592.612|F02.830.816.444|G11.561.790.444,C0458259,https://www.symmap.org/detail/SMHB00059
SMHB00059,SMMS00817,Common Cold,C02.782.687.207|C08.730.162,C0009443,https://www.symmap.org/detail/SMHB00059
SMHB00059,SMMS00828,Mental Deficiency,C10.597.606.643|C23.888.592.604.646|F01.700.687|F03.625.539,C0917816,https://www.symmap.org/detail/SMHB00059
SMHB00059,SMMS00835,Endogenous Depression,F03.600.300,C0011573,https://www.symmap.org/detail/SMHB00059
SMHB00059,SMMS00851,Unipolar Depression,F03.600.300,C0041696,https://www.symmap.org/detail/SMHB00059
SMHB00059,SMMS00882,Typhoid Fever,C01.252.400.310.821.873,C0041466,https://www.symmap.org/detail/SMHB00059
SMHB00059,SMMS00923,Depression,F01.145.126.350,C0011570,https://www.symmap.org/detail/SMHB00059
SMHB00059,SMMS00941,Hot Temperature,G01.906.595.543|G16.500.275.063.725.710.380|G16.500.750.775.710.380|N06.230.300.100.725.232|N06.230.300.100.725.710.380,C2350229,https://www.symmap.org/detail/SMHB00059
SMHB00060,﻿MM symptom id,MM symptom name,MeSH tree numbers,UMLS id,https://www.symmap.org/detail/SMHB00060
SMHB00060,SMMS00048,Stroke,C10.228.140.300.775|C14.907.253.855,C0038454,https://www.symmap.org/detail/SMHB00060
SMHB00060,SMMS00083,"Sputums, Induced",A12.200.808,C3179346,https://www.symmap.org/detail/SMHB00060
SMHB00060,SMMS00192,Abdominal Pain,C10.597.617.044|C23.888.592.612.054|C23.888.821.030,C0000737,https://www.symmap.org/detail/SMHB00060
